DISTRITO;MAT_CRECHE;MAT_PRE_ESCOLA;MAT_FUND_I;MAT_FUND_II;MAT_EJA_I;MAT_EJA_II;MAT_ENS_MED;MAT_ED_PROF;MAT_PROC_CRECHE;MAT_PROC_PRE_ESC;DEM_CRECHE;DEM_PRE;DEM_FUND_I;DEM_FUND_II;DEM_EJA_I;DEM_EJA_II;DEM_PREF_CRECHE;DEM_PREF_PRE;MES_ANO_REF
CAMBUCI;307;512;0;0;263;493;0;0;3;1;208;5;0;0;0;0;;;jun-12
CAMPO BELO;908;279;754;1.281;70;296;0;0;4;0;472;0;0;0;0;0;;;jun-12
CAMPO GRANDE;875;1.308;1.809;2.795;203;618;0;0;2;3;657;68;0;0;0;0;;;jun-12
CAMPO LIMPO;3.658;5.264;7.098;8.192;447;1.857;0;0;30;30;6.127;48;0;0;0;0;;;jun-12
CANGAIBA;2.187;2.821;1.921;2.453;177;739;0;0;0;3;2.683;46;0;0;0;0;;;jun-12
CAPAO REDONDO;3.669;5.086;8.303;8.967;875;2.808;0;0;5;16;7.195;1.083;0;0;0;0;;;jun-12
CARRAO;1.874;740;922;1.083;0;0;0;0;5;0;528;0;0;0;0;0;;;jun-12
CASA VERDE;1.175;983;1.016;1.290;60;312;0;0;7;3;823;0;0;0;0;0;;;jun-12
CIDADE ADEMAR;4.013;3.914;2.983;3.405;336;885;0;0;10;53;6.165;321;0;0;0;0;;;jun-12
CIDADE DUTRA;5.816;4.319;5.584;6.508;341;1.402;0;0;11;9;3.935;155;0;0;0;0;;;jun-12
CIDADE LIDER;2.723;2.699;2.878;3.288;387;1.011;0;0;13;6;1.353;6;0;0;0;0;;;jun-12
CIDADE TIRADENTES;9.236;6.206;11.166;12.631;276;1.263;578;0;79;10;1.687;16;0;0;0;0;;;jun-12
CONSOLACAO;224;757;0;0;0;0;0;0;0;1;130;2;0;0;0;0;;;jun-12
CURSINO;519;895;633;853;50;220;0;0;1;2;792;2;0;0;0;0;;;jun-12
ERMELINO MATARAZZO;1.924;1.984;1.088;1.512;196;696;0;0;7;6;1.665;26;0;0;0;0;;;jun-12
FREGUESIA DO O;2.681;2.621;2.398;2.625;100;640;0;0;28;4;1.265;4;0;0;0;0;;;jun-12
GRAJAU;8.080;7.433;6.284;7.085;569;2.055;0;0;26;31;7.717;1.496;0;0;0;0;;;jun-12
GUAIANASES;4.619;2.407;1.634;1.808;416;667;0;0;89;4;576;7;0;0;0;0;;;jun-12
IGUATEMI;2.859;3.529;6.251;6.795;145;667;0;0;6;8;3.192;61;0;0;0;0;;;jun-12
IPIRANGA;1.467;1.277;654;784;102;282;0;0;2;3;1.407;0;0;0;0;0;;;jun-12
ITAIM BIBI;351;379;421;698;0;118;0;0;1;1;264;7;0;0;0;0;;;jun-12
ITAIM PAULISTA;5.295;5.236;5.590;6.070;200;983;0;0;18;8;4.020;155;0;0;0;0;;;jun-12
ITAQUERA;5.780;4.048;2.669;3.162;168;695;0;0;43;7;2.271;16;0;0;0;0;;;jun-12
JABAQUARA;3.829;3.280;2.621;3.197;192;699;0;0;6;9;2.864;78;0;0;0;0;;;jun-12
JACANA;1.905;2.141;1.449;1.885;93;335;0;0;7;8;1.529;3;0;0;0;0;;;jun-12
JAGUARA;674;451;555;778;56;229;0;0;1;1;564;8;0;0;0;0;;;jun-12
JAGUARE;1.320;683;685;681;79;148;0;0;6;4;685;8;0;0;0;0;;;jun-12
JARAGUA;5.155;5.218;8.620;9.760;416;1.312;352;0;27;10;3.934;19;0;0;0;0;;;jun-12
JARDIM ANGELA;5.114;5.735;5.771;6.524;358;1.521;0;0;9;16;7.173;1.224;0;0;0;0;;;jun-12
JARDIM HELENA;3.229;3.211;4.581;5.372;80;954;0;0;9;9;2.599;67;0;0;0;0;;;jun-12
JARDIM PAULISTA;110;138;0;0;0;0;0;0;0;0;60;1;0;0;0;0;;;jun-12
JARDIM SAO LUIS;6.319;4.859;5.404;6.180;429;1.288;0;0;12;47;5.817;127;0;0;0;0;;;jun-12
JOSE BONIFACIO;2.882;2.502;2.587;3.004;22;222;0;0;11;2;1.245;3;0;0;0;0;;;jun-12
LAJEADO;7.543;4.272;3.288;3.851;164;898;0;0;61;19;1.585;112;0;0;0;0;;;jun-12
LAPA;369;919;0;0;0;0;0;0;0;1;268;4;0;0;0;0;;;jun-12
LIBERDADE;780;45;265;346;0;0;0;0;1;0;299;1;0;0;0;0;;;jun-12
LIMAO;855;1.197;707;795;27;121;0;0;3;10;608;1;0;0;0;0;;;jun-12
MANDAQUI;1.570;1.546;1.450;1.845;148;388;0;0;5;4;1.077;0;0;0;0;0;;;jun-12
MARSILAC;109;59;0;0;0;0;0;0;0;0;37;7;0;0;0;0;;;jun-12
MOEMA;372;489;217;250;0;0;0;0;1;1;142;0;0;0;0;0;;;jun-12
MOOCA;805;562;246;333;63;157;0;0;3;0;314;0;0;0;0;0;;;jun-12
MORUMBI;556;350;320;542;24;54;0;0;4;0;389;1;0;0;0;0;;;jun-12
PARELHEIROS;4.296;3.528;2.738;2.317;299;862;0;0;2;17;2.593;107;0;0;0;0;;;jun-12
PARI;359;154;253;310;0;0;0;0;0;0;272;50;0;0;0;0;;;jun-12
PARQUE DO CARMO;1.888;1.128;571;786;0;0;0;0;12;1;613;7;0;0;0;0;;;jun-12
PEDREIRA;2.341;2.408;3.241;4.425;81;1.041;0;0;5;19;3.090;250;0;0;0;0;;;jun-12
PENHA;2.023;904;340;349;0;0;0;0;5;2;809;1;0;0;0;0;;;jun-12
PERDIZES;531;246;268;317;0;0;0;0;3;0;189;0;0;0;0;0;;;jun-12
PERUS;2.557;1.989;3.695;4.270;178;543;0;0;39;12;1.043;41;0;0;0;0;;;jun-12
PINHEIROS;371;259;285;366;0;0;0;0;2;4;229;0;0;0;0;0;;;jun-12
PIRITUBA;2.281;2.197;2.836;3.888;220;816;304;0;14;6;1.519;23;0;0;0;0;;;jun-12
PONTE RASA;1.242;1.333;2.026;2.616;68;471;0;0;2;2;1.038;22;0;0;0;0;;;jun-12
RAPOSO TAVARES;2.884;2.371;3.906;4.322;65;525;0;0;7;4;1.378;3;0;0;0;0;;;jun-12
REPUBLICA;15;272;0;0;0;0;0;0;0;1;5;1;0;0;0;0;;;jun-12
RIO PEQUENO;2.532;1.892;2.661;3.328;96;446;0;0;7;0;1.407;1;0;0;0;0;;;jun-12
SACOMA;4.633;4.105;4.898;5.670;350;1.128;0;0;7;4;3.211;3;0;0;0;0;;;jun-12
SANTA CECILIA;1.451;347;0;0;0;0;0;0;10;1;608;3;0;0;0;0;;;jun-12
SANTANA;1.275;730;884;1.431;0;108;1.073;571;6;5;437;3;0;0;0;0;;;jun-12
SANTO AMARO;391;280;571;1.064;68;377;165;0;0;4;292;1;0;0;0;0;;;jun-12
SAO DOMINGOS;992;1.118;2.332;2.852;67;252;0;0;3;1;809;5;0;0;0;0;;;jun-12
SAO LUCAS;1.163;1.815;2.729;3.322;99;397;0;0;6;2;648;1;0;0;0;0;;;jun-12
SAO MATEUS;2.624;2.718;2.972;3.756;230;1.194;0;0;55;1;2.157;37;0;0;0;0;;;jun-12
SAO MIGUEL;2.397;1.713;2.950;3.796;151;746;324;0;16;6;988;9;0;0;0;0;;;jun-12
SAO RAFAEL;3.256;3.801;4.284;4.886;208;817;0;0;9;12;3.155;36;0;0;0;0;;;jun-12
SAPOPEMBA;5.555;5.341;8.022;9.579;458;1.368;396;0;29;17;4.772;77;0;0;0;0;;;jun-12
SAUDE;882;478;149;308;61;183;0;0;1;0;543;7;0;0;0;0;;;jun-12
SE;88;93;487;422;75;131;0;0;0;0;235;10;0;0;0;0;;;jun-12
SOCORRO;531;816;848;1.259;47;237;0;0;1;2;166;12;0;0;0;0;;;jun-12
TATUAPE;652;782;642;976;55;392;0;0;0;3;336;10;0;0;0;0;;;jun-12
TREMEMBE;1.994;3.394;3.452;3.964;368;816;0;0;1;11;3.766;27;0;0;0;0;;;jun-12
TUCURUVI;435;655;942;1.228;0;0;0;0;0;2;457;0;0;0;0;0;;;jun-12
VILA ANDRADE;1.078;1.238;2.204;2.144;180;603;0;0;4;12;1.894;15;0;0;0;0;;;jun-12
VILA CURUCA;3.229;3.829;5.198;5.966;34;532;0;0;20;11;2.137;114;0;0;0;0;;;jun-12
VILA FORMOSA;1.157;1.375;716;896;0;137;0;0;3;0;746;1;0;0;0;0;;;jun-12
VILA GUILHERME;900;572;814;976;38;143;0;0;66;2;170;0;0;0;0;0;;;jun-12
VILA JACUI;3.317;3.587;3.488;4.342;73;218;0;0;9;4;1.814;43;0;0;0;0;;;jun-12
VILA LEOPOLDINA;266;382;451;575;45;117;0;0;1;1;140;7;0;0;0;0;;;jun-12
VILA MARIA;2.216;2.537;2.719;3.003;30;295;0;0;235;5;1.388;9;0;0;0;0;;;jun-12
VILA MARIANA;562;707;199;232;0;0;0;0;0;2;429;1;0;0;0;0;;;jun-12
VILA MATILDE;1.247;852;2.034;2.610;94;388;0;0;0;0;744;7;0;0;0;0;;;jun-12
VILA MEDEIROS;2.793;1.943;1.589;1.930;298;940;0;0;7;4;1.241;10;0;0;0;0;;;jun-12
VILA PRUDENTE;1.722;1.015;963;1.050;49;196;0;0;3;1;575;1;0;0;0;0;;;jun-12
VILA SONIA;1.578;1.271;1.560;2.025;125;309;0;0;10;1;1.243;16;0;0;0;0;;;jun-12
AGUA RASA;886;731;876;1.266;66;144;0;0;1;1;612;5;0;0;0;0;;;set-12
ALTO DE PINHEIROS;384;0;0;0;0;0;0;0;3;0;116;0;0;0;0;0;;;set-12
ANHANGUERA;1.315;1.498;2.830;3.100;141;505;0;0;1;5;1.740;3;0;0;0;0;;;set-12
ARICANDUVA;1.258;739;1.439;1.898;93;248;0;0;1;1;914;0;0;0;0;0;;;set-12
ARTUR ALVIM;2.225;1.989;2.051;2.390;0;53;0;0;10;2;1.647;5;0;0;0;0;;;set-12
BARRA FUNDA;382;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;;;set-12
BELA VISTA;1.463;431;389;484;0;279;0;0;5;1;499;13;0;0;0;0;;;set-12
BELEM;1.029;502;352;305;0;0;0;0;3;2;363;0;0;0;0;0;;;set-12
BOM RETIRO;800;681;0;0;0;0;0;0;20;1;443;0;0;0;0;0;;;set-12
BRAS;688;387;0;0;0;0;0;0;3;2;775;33;0;0;0;0;;;set-12
BRASILANDIA;8.339;6.303;8.071;8.624;371;2.389;0;0;34;10;5.165;66;0;0;0;0;;;set-12
BUTANTA;584;652;1.019;1.424;255;716;0;0;1;0;291;3;0;0;0;0;;;set-12
CACHOEIRINHA;3.081;2.182;2.865;3.094;81;433;0;0;26;3;2.453;0;0;0;0;0;;;set-12
CAMBUCI;310;508;0;0;266;491;0;0;0;2;234;3;0;0;0;0;;;set-12
CAMPO BELO;909;276;759;1.263;63;248;0;0;0;0;586;1;0;0;0;0;;;set-12
CAMPO GRANDE;876;1.300;1.795;2.756;182;567;0;0;1;4;776;52;0;0;0;0;;;set-12
CAMPO LIMPO;3.679;5.247;7.109;8.153;434;1.834;0;0;7;13;6.976;80;0;0;0;0;;;set-12
CANGAIBA;2.184;2.792;1.913;2.399;174;759;0;0;1;6;3.152;55;0;0;0;0;;;set-12
CAPAO REDONDO;3.667;5.083;8.341;8.931;844;2.688;0;0;4;13;8.227;941;0;0;0;0;;;set-12
CARRAO;1.873;714;924;1.066;0;0;0;0;2;1;724;0;0;0;0;0;;;set-12
CASA VERDE;1.184;968;1.010;1.261;64;306;0;0;7;0;964;0;0;0;0;0;;;set-12
CIDADE ADEMAR;4.014;3.983;2.985;3.379;305;787;0;0;7;7;6.952;150;0;0;0;0;;;set-12
CIDADE DUTRA;5.808;4.281;5.596;6.472;342;1.329;0;0;5;8;4.620;142;0;0;0;0;;;set-12
CIDADE LIDER;2.728;2.684;2.915;3.247;398;1.191;0;0;9;4;1.701;1;0;0;0;0;;;set-12
CIDADE TIRADENTES;9.360;6.164;11.139;12.484;272;1.354;577;0;291;5;2.006;13;0;0;0;0;;;set-12
CONSOLACAO;224;750;0;0;0;0;0;0;0;1;150;2;0;0;0;0;;;set-12
CURSINO;523;887;635;849;44;164;0;0;1;6;932;0;0;0;0;0;;;set-12
ERMELINO MATARAZZO;1.931;1.970;1.083;1.469;205;698;0;0;2;0;1.900;25;0;0;0;0;;;set-12
FREGUESIA DO O;2.773;2.664;2.402;2.619;98;656;0;0;13;0;1.444;6;0;0;0;0;;;set-12
GRAJAU;8.076;7.422;6.301;6.985;522;1.885;0;0;106;21;8.924;1.458;0;0;0;0;;;set-12
GUAIANASES;4.698;2.376;1.647;1.806;360;491;0;0;42;6;835;5;0;0;0;0;;;set-12
IGUATEMI;2.857;3.523;6.237;6.722;136;659;0;0;4;6;3.770;49;0;0;0;0;;;set-12
IPIRANGA;1.568;1.271;654;776;90;269;0;0;4;1;1.510;1;0;0;0;0;;;set-12
ITAIM BIBI;357;373;425;691;0;132;0;0;0;1;306;3;0;0;0;0;;;set-12
ITAIM PAULISTA;5.510;5.203;5.590;6.021;209;961;0;0;20;3;4.741;189;0;0;0;0;;;set-12
ITAQUERA;5.876;4.005;2.680;3.129;182;664;0;0;23;9;2.788;8;0;0;0;0;;;set-12
JABAQUARA;3.826;3.257;2.604;3.190;183;663;0;0;7;2;3.385;59;0;0;0;0;;;set-12
JACANA;1.896;2.124;1.452;1.853;81;280;0;0;11;3;1.812;13;0;0;0;0;;;set-12
JAGUARA;675;454;557;782;58;250;0;0;0;1;684;7;0;0;0;0;;;set-12
JAGUARE;1.327;687;689;693;80;155;0;0;1;2;850;6;0;0;0;0;;;set-12
JARAGUA;5.235;5.154;8.621;9.701;386;1.293;335;0;15;4;4.636;23;0;0;0;0;;;set-12
JARDIM ANGELA;5.098;5.760;5.806;6.463;342;1.474;0;0;15;10;8.401;1.241;0;0;0;0;;;set-12
JARDIM HELENA;3.413;3.188;4.552;5.336;80;879;0;0;26;4;2.995;55;0;0;0;0;;;set-12
JARDIM PAULISTA;109;138;0;0;0;0;0;0;0;0;104;0;0;0;0;0;;;set-12
JARDIM SAO LUIS;6.314;4.864;5.409;6.136;411;1.057;0;0;12;9;6.799;100;0;0;0;0;;;set-12
JOSE BONIFACIO;2.910;2.466;2.597;2.960;26;291;0;0;14;4;1.480;4;0;0;0;0;;;set-12
LAJEADO;7.822;4.264;3.299;3.811;166;1.024;0;0;92;6;1.915;104;0;0;0;0;;;set-12
LAPA;369;890;0;0;0;0;0;0;0;0;295;3;0;0;0;0;;;set-12
LIBERDADE;827;44;258;344;0;0;0;0;65;0;231;0;0;0;0;0;;;set-12
LIMAO;953;1.188;713;789;28;118;0;0;5;2;702;1;0;0;0;0;;;set-12
MANDAQUI;1.570;1.531;1.457;1.847;149;386;0;0;6;0;1.264;1;0;0;0;0;;;set-12
MARSILAC;109;59;0;0;0;0;0;0;0;0;41;1;0;0;0;0;;;set-12
MOEMA;372;493;215;248;0;0;0;0;1;1;207;1;0;0;0;0;;;set-12
MOOCA;800;544;246;334;66;118;0;0;2;2;376;0;0;0;0;0;;;set-12
MORUMBI;556;345;325;542;26;62;0;0;3;0;466;0;0;0;0;0;;;set-12
PARELHEIROS;4.292;3.502;2.744;2.295;280;847;0;0;2;9;3.079;87;0;0;0;0;;;set-12
PARI;356;154;250;303;0;0;0;0;3;0;292;59;0;0;0;0;;;set-12
PARQUE DO CARMO;1.884;1.134;572;776;0;0;0;0;8;2;834;7;0;0;0;0;;;set-12
PEDREIRA;2.341;2.422;3.218;4.334;84;930;0;0;3;3;3.616;209;0;0;0;0;;;set-12
PENHA;2.018;883;328;347;0;0;0;0;4;2;1.047;1;0;0;0;0;;;set-12
PERDIZES;527;248;268;316;0;0;0;0;3;0;227;0;0;0;0;0;;;set-12
PERUS;2.779;1.990;3.698;4.232;187;565;0;0;9;4;1.138;41;0;0;0;0;;;set-12
PINHEIROS;372;251;280;363;0;0;0;0;2;0;291;0;0;0;0;0;;;set-12
PIRITUBA;2.295;2.189;2.846;3.873;257;890;302;0;2;1;1.827;20;0;0;0;0;;;set-12
PONTE RASA;1.239;1.316;2.031;2.592;68;479;0;0;3;1;1.220;17;0;0;0;0;;;set-12
RAPOSO TAVARES;3.004;2.332;3.904;4.288;69;477;0;0;15;3;1.438;3;0;0;0;0;;;set-12
REPUBLICA;13;270;0;0;0;0;0;0;0;0;4;0;0;0;0;0;;;set-12
RIO PEQUENO;2.792;1.871;2.660;3.265;105;459;0;27;10;0;1.443;1;0;0;0;0;;;set-12
SACOMA;4.637;4.067;4.907;5.652;356;1.106;0;0;4;4;3.867;4;0;0;0;0;;;set-12
SANTA CECILIA;1.419;327;0;0;0;0;0;0;13;0;744;0;0;0;0;0;;;set-12
SANTANA;1.295;726;892;1.440;0;102;1.068;534;4;0;568;3;0;0;0;0;;;set-12
SANTO AMARO;388;271;564;1.074;71;351;162;0;1;1;355;1;0;0;0;0;;;set-12
SAO DOMINGOS;995;1.107;2.337;2.858;59;282;0;0;0;2;976;3;0;0;0;0;;;set-12
SAO LUCAS;1.174;1.791;2.729;3.303;83;376;0;0;5;1;857;0;0;0;0;0;;;set-12
SAO MATEUS;2.790;2.676;2.977;3.745;217;1.141;0;0;3;11;2.462;15;0;0;0;0;;;set-12
SAO MIGUEL;2.209;1.693;2.932;3.761;158;751;319;0;9;2;1.192;27;0;0;0;0;;;set-12
SAO RAFAEL;3.260;3.802;4.262;4.845;206;782;0;0;4;9;3.718;27;0;0;0;0;;;set-12
SAPOPEMBA;5.552;5.320;8.035;9.499;466;1.375;392;0;20;9;5.676;59;0;0;0;0;;;set-12
SAUDE;942;470;145;310;58;172;0;0;46;0;518;6;0;0;0;0;;;set-12
SE;88;93;486;386;68;116;0;0;0;0;255;14;0;0;0;0;;;set-12
SOCORRO;533;809;841;1.268;24;169;0;0;0;2;228;0;0;0;0;0;;;set-12
TATUAPE;644;788;642;960;63;434;0;0;1;1;452;6;0;0;0;0;;;set-12
TREMEMBE;2.013;3.381;3.484;3.912;391;860;0;0;5;12;4.302;33;0;0;0;0;;;set-12
TUCURUVI;545;647;958;1.227;0;0;0;0;1;0;626;1;0;0;0;0;;;set-12
VILA ANDRADE;1.077;1.250;2.213;2.113;178;551;0;0;3;4;2.179;12;0;0;0;0;;;set-12
VILA CURUCA;3.239;3.785;5.177;5.878;33;480;0;0;6;2;2.530;116;0;0;0;0;;;set-12
VILA FORMOSA;1.151;1.342;704;879;0;127;0;0;6;1;919;1;0;0;0;0;;;set-12
VILA GUILHERME;982;584;804;953;28;121;0;0;3;0;268;0;0;0;0;0;;;set-12
VILA JACUI;3.318;3.557;3.476;4.257;72;197;0;0;15;4;2.184;49;0;0;0;0;;;set-12
VILA LEOPOLDINA;265;376;437;549;48;107;0;0;2;5;173;3;0;0;0;0;;;set-12
VILA MARIA;2.578;2.507;2.721;2.947;28;246;0;0;9;9;1.565;6;0;0;0;0;;;set-12
VILA MARIANA;654;694;197;234;0;0;0;0;4;1;386;2;0;0;0;0;;;set-12
VILA MATILDE;1.246;839;2.011;2.577;96;339;0;0;1;1;881;2;0;0;0;0;;;set-12
VILA MEDEIROS;2.803;1.915;1.576;1.895;264;796;0;0;36;0;1.526;1;0;0;0;0;;;set-12
VILA PRUDENTE;1.712;1.022;963;1.046;63;221;0;0;6;1;742;5;0;0;0;0;;;set-12
VILA SONIA;1.578;1.267;1.554;1.985;107;253;0;0;2;3;1.560;4;0;0;0;0;;;set-12
AGUA RASA;884;728;878;1.251;66;113;0;0;0;0;280;8;0;0;0;0;;;dez-12
ALTO DE PINHEIROS;383;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;;;dez-12
ANHANGUERA;1.316;1.493;2.828;3.099;143;515;0;0;0;1;976;3;0;0;0;0;;;dez-12
ARICANDUVA;1.256;736;1.435;1.894;88;244;0;0;0;0;464;0;0;0;0;0;;;dez-12
ARTUR ALVIM;2.232;1.984;2.050;2.368;0;65;0;0;0;0;706;2;0;0;0;0;;;dez-12
BARRA FUNDA;379;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;;;dez-12
BELA VISTA;1.461;433;386;485;0;279;0;0;0;0;133;20;0;0;0;0;;;dez-12
BELEM;1.027;494;352;297;0;0;0;0;0;0;119;3;0;0;0;0;;;dez-12
BOM RETIRO;807;682;0;0;0;0;0;0;0;0;246;2;0;0;0;0;;;dez-12
BRAS;690;389;0;0;0;0;0;0;0;0;529;2;0;0;0;0;;;dez-12
BRASILANDIA;8.689;6.279;8.008;8.485;316;2.152;0;0;0;0;1.923;18;0;0;0;0;;;dez-12
BUTANTA;580;657;1.020;1.419;222;650;0;0;0;0;178;1;0;0;0;0;;;dez-12
CACHOEIRINHA;3.169;2.176;2.853;3.067;60;362;0;0;0;0;1.280;2;0;0;0;0;;;dez-12
CAMBUCI;308;511;0;0;263;473;0;0;0;0;188;12;0;0;0;0;;;dez-12
CAMPO BELO;913;273;753;1.236;63;254;0;0;0;0;280;0;0;0;0;0;;;dez-12
CAMPO GRANDE;875;1.300;1.790;2.726;179;564;0;0;0;0;471;30;0;0;0;0;;;dez-12
CAMPO LIMPO;3.717;5.252;7.088;8.059;375;1.632;0;0;0;0;4.689;56;0;0;0;0;;;dez-12
CANGAIBA;2.181;2.812;1.906;2.371;120;586;0;0;0;0;2.095;17;0;0;0;0;;;dez-12
CAPAO REDONDO;3.666;5.088;8.342;8.873;850;2.607;0;0;0;0;6.689;365;0;0;0;0;;;dez-12
CARRAO;1.872;722;926;1.054;0;0;0;0;0;0;163;1;0;0;0;0;;;dez-12
CASA VERDE;1.185;972;1.008;1.234;36;268;0;0;0;0;539;2;0;0;0;0;;;dez-12
CIDADE ADEMAR;4.015;3.979;2.969;3.336;292;730;0;0;0;0;5.261;91;0;0;0;0;;;dez-12
CIDADE DUTRA;5.808;4.258;5.576;6.420;276;1.148;0;0;0;0;2.100;77;0;0;0;0;;;dez-12
CIDADE LIDER;2.721;2.686;2.896;3.187;361;1.024;0;0;0;0;902;10;0;0;0;0;;;dez-12
CIDADE TIRADENTES;10.100;6.138;11.097;12.345;195;1.050;576;0;1;0;189;9;0;0;0;0;;;dez-12
CONSOLACAO;224;743;0;0;0;0;0;0;0;0;116;1;0;0;0;0;;;dez-12
CURSINO;523;888;632;847;44;164;0;0;0;0;659;1;0;0;0;0;;;dez-12
ERMELINO MATARAZZO;1.936;1.971;1.073;1.450;204;670;0;0;0;0;1.150;3;0;0;0;0;;;dez-12
FREGUESIA DO O;2.871;2.652;2.404;2.590;89;481;0;0;0;0;625;4;0;0;0;0;;;dez-12
GRAJAU;8.175;7.411;6.265;6.918;501;1.849;0;0;0;0;5.924;377;0;0;0;0;;;dez-12
GUAIANASES;4.884;2.373;1.646;1.797;357;487;0;0;0;0;121;2;0;0;0;0;;;dez-12
IGUATEMI;2.859;3.514;6.236;6.640;136;664;0;0;0;0;2.155;25;0;0;0;0;;;dez-12
IPIRANGA;1.562;1.271;651;750;86;276;0;0;0;0;748;1;0;0;0;0;;;dez-12
ITAIM BIBI;358;370;421;686;0;112;0;0;0;0;97;1;0;0;0;0;;;dez-12
ITAIM PAULISTA;5.479;5.182;5.588;5.993;194;771;0;0;0;1;2.430;113;0;0;0;0;;;dez-12
ITAQUERA;5.924;3.994;2.667;3.100;108;553;0;0;0;0;836;3;0;0;0;0;;;dez-12
JABAQUARA;3.829;3.255;2.603;3.160;171;635;0;0;0;0;1.769;44;0;0;0;0;;;dez-12
JACANA;1.921;2.111;1.448;1.841;79;267;0;0;0;0;813;11;0;0;0;0;;;dez-12
JAGUARA;675;452;559;778;47;188;0;0;0;0;420;0;0;0;0;0;;;dez-12
JAGUARE;1.328;675;686;693;66;159;0;0;0;0;385;1;0;0;0;0;;;dez-12
JARAGUA;5.262;5.119;8.587;9.649;368;1.239;334;0;0;0;1.967;5;0;0;0;0;;;dez-12
JARDIM ANGELA;5.146;5.764;5.783;6.418;322;1.341;0;0;0;0;6.428;559;0;0;0;0;;;dez-12
JARDIM HELENA;3.431;3.178;4.553;5.306;80;829;0;0;0;0;1.567;38;0;0;0;0;;;dez-12
JARDIM PAULISTA;110;139;0;0;0;0;0;0;0;0;63;0;0;0;0;0;;;dez-12
JARDIM SAO LUIS;6.316;4.864;5.390;6.094;367;984;0;0;0;0;4.662;27;0;0;0;0;;;dez-12
JOSE BONIFACIO;3.115;2.476;2.594;2.916;26;223;0;0;0;0;567;6;0;0;0;0;;;dez-12
LAJEADO;8.208;4.257;3.284;3.777;143;843;0;0;0;0;357;81;0;0;0;0;;;dez-12
LAPA;368;889;0;0;0;0;0;0;0;0;188;4;0;0;0;0;;;dez-12
LIBERDADE;889;44;258;344;0;0;0;0;0;0;99;0;0;0;0;0;;;dez-12
LIMAO;969;1.186;710;767;31;113;0;0;0;0;290;1;0;0;0;0;;;dez-12
MANDAQUI;1.576;1.530;1.457;1.843;136;344;0;0;0;0;604;6;0;0;0;0;;;dez-12
MARSILAC;109;59;0;0;0;0;0;0;0;0;20;1;0;0;0;0;;;dez-12
MOEMA;370;489;215;246;0;0;0;0;0;0;73;1;0;0;0;0;;;dez-12
MOOCA;807;542;244;332;75;142;0;0;0;0;169;8;0;0;0;0;;;dez-12
MORUMBI;560;340;325;542;26;62;0;0;0;0;227;0;0;0;0;0;;;dez-12
PARELHEIROS;4.302;3.496;2.738;2.263;234;740;0;0;0;0;1.561;45;0;0;0;0;;;dez-12
PARI;358;154;251;288;0;0;0;0;0;0;136;1;0;0;0;0;;;dez-12
PARQUE DO CARMO;1.908;1.128;568;768;0;0;0;0;0;0;336;6;0;0;0;0;;;dez-12
PEDREIRA;2.344;2.405;3.208;4.286;70;709;0;0;0;0;2.627;108;0;0;0;0;;;dez-12
PENHA;2.050;865;331;345;0;0;0;0;0;0;305;1;0;0;0;0;;;dez-12
PERDIZES;533;250;267;318;0;0;0;0;0;0;68;1;0;0;0;0;;;dez-12
PERUS;2.789;1.985;3.683;4.203;188;563;0;0;0;1;401;10;0;0;0;0;;;dez-12
PINHEIROS;371;252;280;364;0;0;0;0;0;0;143;3;0;0;0;0;;;dez-12
PIRITUBA;2.295;2.182;2.846;3.857;248;826;302;0;0;0;853;1;0;0;0;0;;;dez-12
PONTE RASA;1.240;1.315;2.034;2.557;61;379;0;0;0;0;740;15;0;0;0;0;;;dez-12
RAPOSO TAVARES;3.098;2.321;3.883;4.250;41;429;0;0;0;0;677;6;0;0;0;0;;;dez-12
REPUBLICA;14;262;0;0;0;0;0;0;0;0;53;5;0;0;0;0;;;dez-12
RIO PEQUENO;2.754;1.866;2.650;3.223;94;443;0;0;0;0;751;1;0;0;0;0;;;dez-12
SACOMA;4.637;4.072;4.930;5.586;332;1.003;0;0;0;0;2.086;1;0;0;0;0;;;dez-12
SANTA CECILIA;1.405;326;0;0;0;0;0;0;0;0;389;0;0;0;0;0;;;dez-12
SANTANA;1.298;723;890;1.425;0;96;1.049;530;0;0;290;5;0;0;0;0;;;dez-12
SANTO AMARO;390;272;569;1.056;67;307;160;0;0;0;209;0;0;0;0;0;;;dez-12
SAO DOMINGOS;996;1.103;2.339;2.838;59;275;0;0;0;0;569;1;0;0;0;0;;;dez-12
SAO LUCAS;1.182;1.786;2.723;3.284;71;351;0;0;0;0;373;1;0;0;0;0;;;dez-12
SAO MATEUS;2.799;2.673;2.958;3.685;195;929;0;0;0;0;1.416;10;0;0;0;0;;;dez-12
SAO MIGUEL;2.222;1.684;2.913;3.744;127;691;320;0;0;0;459;11;0;0;0;0;;;dez-12
SAO RAFAEL;3.262;3.786;4.228;4.774;164;637;0;0;0;0;1.857;15;0;0;0;0;;;dez-12
SAPOPEMBA;5.742;5.311;8.005;9.368;420;1.253;362;0;0;2;3.200;20;0;0;0;0;;;dez-12
SAUDE;996;469;143;304;58;169;0;0;0;0;292;6;0;0;0;0;;;dez-12
